Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
1.33 : 1,7.0,,,France,Georges Méliès,,None,,,,Silent,,La civilisation à travers les âges,,,,tt00000661,17,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Short , Action",,,"August 4, 1908 (United States)",12min,Silent,"Charles Inslee , Linda Arvidson , Marion Leonard",The Bandit's Waterloo,D.W. Griffith,,The Outwitting of an Andalusian Brigand by a Pretty Senora. The hills of Southern Spain were infested by a gang of lawless freebooters who terrorized the country and made travel in the mount...,tt00000642,67,
1.33 : 1,4.8,,,United States,D.W. Griffith,"Short , Comedy",,,"August 25, 1908 (United States)",12min,Silent,"Mabel Stoughton , Linda Arvidson , George Gebhardt",Balked at the Altar,D.W. Griffith,,"Artemisia Sophia Stebbins was a lovelorn maiden who had delved deep into the mysteries of ""Three Weeks,"" as well as being conversant with the teachings of Laura Jean Libby. Her one hobby was...",tt00000641,155,
1.33 : 1,5.3,,,United States,Wallace McCutcheon,"Short , Comedy",,,"June 30, 1908 (United States)",7min,Silent,"D.W. Griffith , Linda Arvidson , (unconfirmed) , Edward Dillon , (uncredited)",At the French Ball,,,"A husband finishes packing a suitcase, and then says good-bye to his wife. As soon as he is gone, the wife has her maid help her to dress for a costume ball. Meanwhile, the husband meets a f...",tt00000639,90,
1.33 : 1,5.1,,,United States,D.W. Griffith,"Short , Crime",,,"September 1, 1908 (United States)",9min,Silent,"Florence Lawrence , Harry Solter , Linda Arvidson",Betrayed by a Handprint,D.W. Griffith,,"Mrs. Wharton, a dashing widow, gives a party at her beautiful villa in honor of the presentation to her of a handsome diamond necklace by her fiancé. During the evening bridge participated i...",tt00000645,158,
1.33 : 1,,,,United States,Kenean Buel,,,,"September 19, 1908 (United States)",,Silent,,As You Like It,,,"After the overthrowing of Duke Senior by his tyrannical brother, Senior's daughter Rosalind disguises herself as a man and sets out to find her banished father while also counseling her clum...",tt00000636,,
1.33 : 1,5.3,,,United States,Wallace McCutcheon Jr.,"Short , Drama",,,"July 3, 1908 (United States)",,Silent,"Linda Arvidson , Florence Auer , Edward Dillon",At the Crossroads of Life,D.W. Griffith,,"The daughter of a staid New England minister is brought up in absolute ignorance of the ways of the outside world, and, when she gets the slightest inkling of its glamour, it makes a decided...",tt00000638,82,
1.33 : 1,4.6,,,United States,,"Short , Drama , History , Romance",,,"November 3, 1908 (United States)",,Silent,"Maurice Costello , (unconfirmed) , Florence Lawrence , (unconfirmed) , William V. Ranous , (unconfirmed)",Antony and Cleopatra,"William Shakespeare , (play)",,The story of the ill-fated love affair between Marc Antony and Cleopatra.,tt00000634,25,
1.33 : 1,5.3,,,Spain,Fructuós Gelabert,,None,,,14min,Silent,"L. As , Joaquín Carrasco , Señora Guerra",Amor que mata,,,,tt00000632,49,
1.33 : 1,4.3,,,United States,D.W. Griffith,"Drama , Short",,,"December 18, 1908 (United States)",12min,Silent,"George Gebhardt , Marion Leonard , Harry Solter",An Awful Moment,D.W. Griffith,,"As a judge passes sentence on a man, a gypsy woman in the audience vehemently protests, and she has to be physically removed from the courtroom. Soon afterwards, the judge returns home, and ...",tt00000640,130,
1.33 : 1,,,,Italy,Luca Comerio,"Short , Drama",,,,,Silent,,Amleto,"William Shakespeare , (play ""Hamlet"")",,"Hamlet suspects his uncle has murdered his father to claim the throne of Denmark and the hand of Hamlet's mother, but the prince cannot decide whether or not he should take vengeance.",tt00000631,,
1.33 : 1,5.7,"$1,000 (estimated)",Not Rated,United States,,"Action , Short",,,"July 14, 1908 (United States)",12min,Silent,"Arthur V. Johnson , Linda Arvidson , Gladys Egan",The Adventures of Dollie,Stanner E.V. Taylor,4,"On a warm and sunny summer's day, a mother and father take their young daughter Dollie on a riverside outing. A gypsy basket peddler happens along, and is angered when the mother refuses to ...",tt00000628,782,12
1.33 : 1,,,,United States,,"Short , Comedy",,,"October 28, 1907 (United States)",,Silent,,Yale Laundry,,,"""When the cat's away the mice will play,"" may be aptly applied to the theme of this picture of Biograph. The Yale Laundry is owned and operated by a dashing widow with two vivacious daughter...",tt00000626,,
1.33 : 1,,,,United Kingdom,Theo Frenkel,"Short , Drama",None,,November 1908 (United Kingdom),,Silent,,The Anarchist's Sweetheart,,,A girl uses her arm to bar the door against soldiers seeking her lover.,tt00000633,,
1.33 : 1,4.6,,,United States,,"Short , Drama , History , Romance",,,"November 3, 1908 (United States)",,Silent,"Maurice Costello , (unconfirmed) , Florence Lawrence , (unconfirmed) , William V. Ranous , (unconfirmed)",Antony and Cleopatra,"William Shakespeare , (play)",,The story of the ill-fated love affair between Marc Antony and Cleopatra.,tt0000634,25,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,6min,Silent,,Villafranca: Fiestas del Drac y bailes típicos,,,,tt00000625,,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Drama , Short",,,"November 3, 1908 (United States)",17min,Silent,"Charles Inslee , Florence Lawrence , Harry Solter",After Many Years,,,"John Davis, first mate of the brig ""Gifford,"" is seen bidding his wife and infant child a tearful adieu on the eve of the sailing of his ship. Caught in a terrible storm in the Pacific Ocean...",tt00000629,85,
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Comedy",None,,"October 1, 1907 (Denmark)",,Silent,,Tryllesækken,,,Showing two clowns in many amusing positions. One of them gets into a bag to hide and as the other endeavors to belabor the bag with a club he finds he is striking air and the bag and its oc...,tt00000623,,
,,,,Spain,,,None,,,20min,Silent,"Emilia Baró , Enrique Guitart padre , Trini Guitart",Tierra baja,,,,tt00000622,,
1.33 : 1,3.8,,,Italy,Mario Caserini,,,,May 1908 (Italy),,Silent,,Amleto,"William Shakespeare , (play ""Hamlet"")",,"Hamlet suspects his uncle has murdered his father to claim the throne of Denmark and the hand of Hamlet's mother, but the prince cannot decide whether or not he should take vengeance.",tt00000630,23,
1.33 : 1,6.5,,Not Rated,United Kingdom,Lewin Fitzhamon,"Short , Comedy , Fantasy",None,,June 1907 (United Kingdom),6min,Silent,"Thurston Harris , Gertie Potter",That Fatal Sneeze,,2,"As an older man and a youth are eating at the table, the older man decides to amuse himself by using pepper to make the boy sneeze. Later, the boy retaliates by sneaking into the older man's...",tt00000621,567,9
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Drama",None,,"January 7, 1908 (Denmark)",,Silent,,Testamentet,,,"A dramatic story showing how an unfaithful guardian steals the will and property of his dead friend and tries to marry his ward, but who is discovered and meets his just reward in a tragic m...",tt00000620,,
1.33 : 1,6.1,,,United States,Wallace McCutcheon,"Short , Drama",,,"June 9, 1908 (United States)",,Silent,"Edward Dillon , D.W. Griffith , Anthony O'Sullivan",'Ostler Joe,D.W. Griffith,,"A fine pictorial rendering of this well-known poem, which teaches a good lesson in its contrast between the simple life and the temptations of a great city.",tt00000627,62,
,7.0,,,United States,,,None,,"May 1, 1907 (United States)",,Silent,,The Ugly Duckling,,,,tt00000624,15,
1.33 : 1,,,,United States,,"Documentary , Short",,,"June 8, 1907 (United States)",,Silent,,Stalking and Shooting Caribou in Newfoundland,,,"Hunting scenes have ever been a leading feature in motion pictures since their inception, and the Biograph here presents a most thrilling series, a Caribou Hunt in the Barrens of Newfoundlan...",tt00000619,,
1.33 : 1,4.6,,,Denmark,Viggo Larsen,"Short , Drama",,,"March 10, 1907 (Denmark)",,Silent,"Robert Storm Petersen , Clara Nebelong , Viggo Larsen",Røverens brud,Arnold Richard Nielsen,,"Tom, the young captain of robbers, and his sweetheart, Clara, are living in a small cottage in the wood. She is his good spirit. When his wild companions are coming for him, she always tries...",tt00000617,30,
1.33 : 1,,,,United States,J. Stuart Blackton,"Short , Drama , History , War",None,,"November 7, 1908 (United States)",,Silent,"Julia Arthur , Edith Storey , Earle Williams",Barbara Fritchie: The Story of a Patriotic American Woman,,,Barbara Frietchie's defense of the American flag and the death of a Union soldier in battle bring a tribute from both sides.,tt00000643,,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,Romería a San Medín,,,,tt00000616,,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,6min,Silent,,Procesión marítima en Santa Cristina,,,,tt00000612,,
1.33 : 1,4.3,,,Portugal,Lino Ferreira,"Short , Drama",None,,"September 3, 1907 (Portugal)",,Silent,"Lucinda do Carmo , Carlos Leal , Nascimento Fernandes",O Rapto de Uma Actriz,,,,tt00000613,13,
1.33 : 1,5.5,,,France,,"Short , History , Drama",,,"November 17, 1908 (France)",15min,Silent,"Charles Le Bargy , Albert Lambert , Gabrielle Robinne",L'assassinat du duc de Guise,Henri Lavedan,2,"France, at the end of the sixteenth century. Henry III decided to eliminate his rival, the Duke of Guise, and, therefore, calls him in the castle of Blois. The mistress of the duke, warned o...",tt00000637,641,6
1.33 : 1,5.1,,,Germany,Franz Porten,"Short , Drama , Romance",German,,1907 (Germany),,,"Franz Porten , Henny Porten , Rosa Porten",Othello,"William Shakespeare , (play)",,The Moorish general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his lieutenant Michael Cassio when in reality it is all part of the s...,tt00000610,21,
1.33 : 1,8.1,,,Finland,,"Comedy , Short",None,,"May 29, 1907 (Finland)",20min,Silent,"Eero Kilpi , Teuvo Puro , Teppo Raikas",Salaviinanpolttajat,,,"Two local men who are making moonshine in the woods. A customer comes to them, and while sampling the product they start a game of cards, which eventually leads to a fight. While the fight i...",tt00000618,14,
1.33 : 1,4.5,,,Italy,,"Short , Drama , Music , Romance",,,"October 30, 1906 (Italy)",,Silent,"Ubaldo Maria Del Colle , Maria Caserini , Mario Caserini",Otello,"William Shakespeare , (play ""Othello"")",,The Moorish general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his lieutenant Michael Cassio when in reality it is all part of the s...,tt00000609,19,
1.33 : 1,6.2,,,Denmark,Viggo Larsen,"Short , Comedy",None,,"November 14, 1906 (Denmark)",,Silent,,En ny hat til Madammen,,,,tt00000608,11,
1.33 : 1,,,,United States,,"Short , Comedy",,,"December 21, 1907 (United States)",,Silent,"Linda Arvidson , Robert Harron , Anthony O'Sullivan",Mr. Gay and Mrs.,,,"In the opening of the story we find Mr. Gay at breakfast, served with coffee and rolls from the fair hands of a pretty petite French maid, whose cherry lips like rose leaves seem tacitly inv...",tt00000606,,
1.33 : 1,6.5,,Not Rated,France,,"Short , Fantasy , Horror",,,1907 (France),9min,Silent,,Le spectre rouge,Segundo de Chomón,2,"A demonic magician attempts to perform his act in a strange grotto, but is confronted by a Good Spirit who opposes him.",tt00000614,977,13
1.33 : 1,4.5,"A$1,000 (estimated)",,Australia,Charles MacMahon,,None,,"November 2, 1907 (Australia)",,Silent,"Jim Gerald , George Merriman , Lance Vane",Robbery Under Arms,,,,tt00000615,23,
1.33 : 1,,DEM 244 (estimated),,Denmark,Viggo Larsen,"Short , Drama",None,,"November 12, 1907 (Denmark)",,Silent,,Mesalliancen,,,Kitty and Daisy are supporting themselves and their inebriated father by singing and dancing in a music-hall. The fact that they have been able to keep themselves innocent in spite of all te...,tt00000604,,
,4.6,,,Denmark,Viggo Larsen,"Drama , Short , Adventure",None,,"November 11, 1908 (Denmark)",10min,Silent,"Axel Graatkjær , Viggo Larsen , Knud Lumbye",Løvejagten,Arnold Richard Nielsen,,Two white hunters accompanied by their african servant go hunting in the african jungle. They see various animals and shoot a lion. Very early silent movie.,tt00000602,204,
1.33 : 1,,,,Denmark,,"Short , Crime , Drama",None,,"April 18, 1907 (Denmark)",,Silent,,Mordet paa Fyn,"Alexander Christian , (screenplay)",,,tt00000605,,
1.33 : 1,7.2,,,United States,J. Stuart Blackton,"Animation , Short",None,,"July 17, 1909 (United States)",,Silent,,The Magic Fountain Pen,,,"The pen draws sketches which change themselves slowly. First, Napoleon is drawn, this evolves into Emperor William, who in turn changes to King Edward, wearing a silk hat and smoking a cigar...",tt00000603,13,
1.33 : 1,5.5,,TV-14,France,Georges Méliès,"Short , Drama",None,,November 1907 (United States),10min,Silent,,Hamlet,"William Shakespeare , (play)",,"Hamlet suspects his uncle has murdered his father to claim the throne of Denmark and the hand of Hamlet's mother, but the prince cannot decide whether or not he should take vengeance.",tt00000598,35,
1.33 : 1,4.9,,,France,,,,,"December 28, 1907 (United States)",7min,Silent,,Les glaces merveilleuses,,,"A talented youth has compounded a wonderful fluid, a little of which he applies to the mirror in his room, and when he looks into it his image comes to life and comes out of the frame and im...",tt00000597,64,
1.33 : 1,5.0,,,Germany,Franz Porten,"Short , Drama , Musical",German,,1910 (Germany),,Chronophone,"Henny Porten , Witold d'Antone , Franz Porten",Lohengrin,"Richard Wagner , (opera)",,,tt00000601,12,
1.33 : 1,5.7,,,Denmark,Viggo Larsen,"Short , Drama",None,,October 1908 (United States),9min,Silent,"Viggo Larsen , Gustav Lund , Clara Nebelong",Rosen,,,"In this Great Northern film is shown the tapering spires of a beautiful castle reflected in the quiet water, while the park's trimmed hedges are stretching themselves across the landscape, h...",tt00000595,8,
1.33 : 1,6.0,,,Denmark,Viggo Larsen,"Short , Drama",None,,"September 26, 1907 (Denmark)",,Silent,"Viggo Larsen , Gustav Lund , Clara Nebelong",Flugten fra seraillet,,,"The caliph's favorite wife is coming, riding on a camel with one of her slaves. The procession passes a restaurant, where two Englishmen, Sir Hopkins and Mr. Jackson, are sitting between the...",tt00000594,10,
,,,,Spain,Narciso Cuyàs,,None,,,,Silent,"Enrique Jiménez , Margarita Xirgu",La muerte del tirano,Narciso Cuyàs,,,tt00000607,,
1.33 : 1,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,Fiestas de San Antonio,Fructuós Gelabert,,,tt00000593,,
1.33 : 1,4.7,,,Denmark,,"Short , Drama",None,,"February 15, 1907 (Denmark)",,Silent,"Axel Graatkjær , Viggo Larsen , Ole Olsen",Isbjørnejagten,,,,tt00000599,13,
1.33 : 1,5.2,,,France,Michel Carré,,,,"June 20, 1907 (France)",1h 30min,Silent,"Georges Wague , Henri Gouget , Christiane Mandelys",L'enfant prodigue,"Michel Carré , (pantomime)",,It's a play in three parts. This film is supposed to be the first long feature film released in Europe,tt00000591,16,
1.33 : 1,5.3,,,Denmark,Viggo Larsen,"Short , Drama , Romance",None,,"October 16, 1907 (Denmark)",,Silent,"Carl Alstrup , Oda Alstrup , Viggo Larsen",Kameliadamen,"Alexandre Dumas fils , (novel and play ""La dame aux camélias"")",,"Armand and Marguerite meet first in her home, where she is giving a party for the easy-living Paris ladies and gentlemen. Armand at once falls in love with her, and as Marguerite is taken il...",tt0000583,39,
1.33 : 1,5.5,,,Denmark,Viggo Larsen,,None,,"October 3, 1907 (Denmark)",,Silent,"Oda Alstrup , Viggo Larsen , Gustav Lund",Fyrtøjet,"Hans Christian Andersen , (from the story by)",,,tt00000596,13,
,,,,Portugal,,"Documentary , Short",None,,"May 24, 1907 (Portugal)",,Silent,,Descoberta da América por Cristovão Colombo,,,,tt00000589,,
,,"A$15,000 (estimated)",,Australia,,,None,,"October 19, 1907 (Australia)",,Silent,,Eureka Stockade,,,,tt00000592,,
,,,,Italy,,,None,,,,Silent,,La dea del mare,,,,tt00000587,,
1.33 : 1,6.3,,,United States,J. Stuart Blackton,"Drama , Short",None,,"March 16, 1907 (United States)",,Silent,,A Curious Dream,,,,tt00000586,22,
1.33 : 1,,,,Denmark,,,None,,"September 25, 1907 (Denmark)",,Silent,"Gerda Jensen , Viggo Larsen , Gustav Lund",Der var engang,,,,tt00000588,,
,,,,Spain,Fructuós Gelabert,"Short , Documentary",None,,,6min,Silent,,Concurso de sardanas en el parque Guell,,,Short documentary about a Catalonian ring-dance contest in Barcelona.,tt00000585,,
1.33 : 1,,,,United States,Wallace McCutcheon,"Short , Comedy",,,"December 14, 1907 (United States)",10min,Silent,"Robert Harron , Anthony O'Sullivan",Dr. Skinum,,,"Dr. Skinum, the learned professor of physiology, dermatology, biology and all the other ""ologies,"" boldly claims to correct any error of nature, be it ever so anomalous. The promulgation of ...",tt00000590,,
1.33 : 1,,,,United States,Francis Boggs,"Adventure , Short",,,"June 17, 1909 (United States)",,Silent,"Hobart Bosworth , Betty Harte , Tom Santschi",In the Sultan's Power,,,"Jack Thornton, an American traveler, while touring Europe meets the daughter of an old French nobleman and falls in love with her. He is persistent in his suit for her hand, but outside of a...",tt00000611,,
1.33 : 1,5.2,,,Spain,,"Short , Crime , Drama",None,,,8min,Silent,,El ciego de la aldea,Antonio Cuesta,1,A blind man walks through the villages in the company of the girl who acts as a guide. But some kidnappers take a lady to a hovel and the girl sees everything.,tt00000584,75,1
,4.6,,,Germany,,,None,,,,Silent,,Bauernhaus und Grafenschloß,,,,tt00000581,12,
1.33 : 1,4.9,$500 (estimated),,United States,,"Short , Drama",None,,"December 7, 1907 (United States)",15min,Silent,"Gene Gauntier , Harry T. Morey , William S. Hart , (uncredited)",Ben Hur,,3,"The scene opens with an assembly of citizens who are harangued by one of their number, whose words have great weight with the crowd, and their attitude of approval shows that Roman misrule i...",tt00000582,663,14
,,,,Portugal,João Freire Correia,"Documentary , Short",None,,"May 19, 1907 (Portugal)",3min,Silent,,A Batalha das Flores no Campo Grande,,,"Along the road that borders Campo Grande, two lines of people stand for hours to watch the carriages pulled by horses (with tails cut short), horsemen, and numerous motor cars with nobles an...",tt00000580,,
1.33 : 1,5.3,,,Denmark,Viggo Larsen,"Short , Drama , Romance",None,,"October 16, 1907 (Denmark)",,Silent,"Carl Alstrup , Oda Alstrup , Viggo Larsen",Kameliadamen,"Alexandre Dumas fils , (novel and play ""La dame aux camélias"")",,"Armand and Marguerite meet first in her home, where she is giving a party for the easy-living Paris ladies and gentlemen. Armand at once falls in love with her, and as Marguerite is taken il...",tt00000583,39,
1.33 : 1,6.1,,Not Rated,France,Segundo de Chomón,"Short , Drama , Fantasy",,,"November 8, 1907 (Denmark)",13min,Silent,,Ali Baba et les quarante voleurs,,,"The legend of Ali Baba and the forty thieves: Ali Baba discovers a hidden cave where a band of thieves have stored their enormous treasure. Cassim also learns about the cave, but he is caugh...",tt00000576,221,
,5.8,,,France,Georges Méliès,"Short , Adventure , Fantasy , Sci-Fi",None,,,10min,Silent,"Manuel , Georges Méliès",20000 lieues sous les mers,"Jules Verne , (novel ""Vingt Mille Lieues sous les mers"")",3,Undersea adventures in a submarine by a dreaming fisherman who encounters mystical underwater creatures at odds with him. A parody on Jules Verne's novel.,tt00000575,465,9
1.33 : 1,6.1,"$2,250 (estimated)",Not Rated,Australia,Charles Tait,"Action , Adventure , Biography , Crime , Drama , History , Thriller , Western",None,"J. and N. Tait , Johnson and Gibson","December 26, 1906 (Australia)",1h 10min,Silent,"Elizabeth Tait , John Tait , Norman Campbell",The Story of the Kelly Gang,Charles Tait,7,True story of notorious Australian outlaw Ned Kelly (1855-80).,tt00000574,689,9
,,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Western , Short",None,,"September 6, 1908 (United States)",,Silent,,The Bandit Makes Good,,,"A sheriff apprehends a bank robber and recovers the money. On the way back to town, the sheriff loses the recovered money in a crooked card game. The bank robber helps him recover it.",tt00000579,,
1.33 : 1,7.6,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Short , Comedy , Family",None,,"July 31, 1907 (United States)",,Silent,,"An Awful Skate; or, The Hobo on Rollers",Gilbert M. 'Broncho Billy' Anderson,,A tramp on roller skates.,tt00000578,27,
1.33 : 1,,,,Denmark,Viggo Larsen,,None,,"January 25, 1907 (Denmark)",,Silent,"Gustav Lund , Robert Storm Petersen",Den sorte maske,,,,tt00000573,,
,6.9,,,United States,J. Stuart Blackton,"Documentary , Short , History",None,,,14min,Silent,,The San Francisco Earthquake,,,"Footage of the devastation caused by the earthquake and fires that, in the words of Jack London, ""completely destroyed"" San Francisco on the morning of April 18th, 1906.",tt00000571,66,
,,,,Spain,Ricardo de Baños,,None,,,7min,Silent,,Secreto de confesión,"Ricardo de Baños , (screenplay)",,,tt00000572,,
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Drama",None,,"November 14, 1906 (Denmark)",,Silent,,Røverhøvdingens Flugt og Død,,,,tt00000569,,
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Drama",None,,"November 24, 1907 (Denmark)",,Silent,"Viggo Larsen , Gustav Lund","Angelo, Tyran fra Padua",,,"We see here how Homodu is proposing to the future Mrs. Angelo. The rude way in which he behaves results in a box on the ear, whereafter the lady disappears, leaving Homodu to her father's mo...",tt00000577,,
1.33 : 1,,,,Denmark,,,None,,"March 24, 1906 (Denmark)",5min,Silent,"Max Freitag , Jean Hersholt , Idon Hartvig",Professorens Morgenavis,,,The professor is quietly reading his morning paper when he feels annoyed by boys playing in the same park. He scolds them and they plan a revenge. One og them sticks a sign on his back sayin...,tt00000566,,
,4.3,,,United States,,"Documentary , Short",None,,,3min,Silent,,San Francisco Disaster,,,This pseudo-newsreel uses special effects to illustrate the fire caused by the San Francisco earthquake. A miniature model of downtown San Francisco is set ablaze and filmed.,tt00000570,50,
1.33 : 1,6.3,,,United States,Edwin S. Porter,"Animation , Short , Family , Fantasy",,,"December 16, 1905 (United States)",9min,Silent,,The Night Before Christmas,"Clement Moore , (poem ""The Night Before Christmas"")",3,"It's December 24th, and 'Santa Claus' is busy feeding his reindeer and finishing up the toys that he will soon deliver. Meanwhile, the children in a large family hang their stockings over th...",tt00000565,547,11
,,,,Denmark,,,None,,,,Silent,,Rosenborg Have,,,,tt00000568,,
1.33 : 1,,,,United States,J. Stuart Blackton,"Drama , Short",None,,"March 3, 1906 (United States)",,Silent,,A Modern Oliver Twist,"Charles Dickens , (novel)",,"An orphan named Oliver Twist meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",tt00000564,,
1.33 : 1,,,,Denmark,,,None,,"January 29, 1906 (Denmark)",,Silent,,Mellem Aber og Bjørne,,,,tt00000563,,
,6.7,,Not Rated,France,Georges Méliès,"Short , Fantasy , Horror",,,1906 (France),17min,Silent,,Les quatre cents farces du diable,,3,Two travelers are tormented by Satan from inn to inn and eventually experience a buggy ride through the heavens courtesy of the Devil.,tt00000567,1.1K,9
1.33 : 1,5.3,,Not Rated,United States,Edwin S. Porter,"Short , Western",,,June 1906 (United States),13min,Silent,,The Life of a Cowboy,,,A cowboy gets involved in the kidnapping and rescue of a pretty young girl.,tt00000561,47,
,,,,Spain,Fructuós Gelabert,,None,,,,Silent,,Ladrones burlados,,,,tt00000560,,
1.33 : 1,,,,Denmark,Louis Halberstadt,,None,,"April 4, 1906 (Denmark)",3min,Silent,"Jean Hersholt , Idon Hartvig",Konfirmanden,,,,tt00000559,,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,Los kikos,,,"Documentary about the acrobats group ""Los Kikos"".",tt00000558,,
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Romance",None,,"January 1, 1907 (Denmark)",,Silent,"Margrete Jespersen , Viggo Larsen , Robert Storm Petersen",Hævnet,,,,tt00000556,,
,,,,Portugal,,,None,,"July 14, 1906 (Portugal)",,Silent,,Os Lusíadas,,,,tt00000562,,
1.33 : 1,4.7,,Not Rated,United States,Edwin S. Porter,"Short , Drama , Romance",,,August 1906 (United States),15min,Silent,"Kitty O'Neil , Walter Griswoll , H.L. Bascomb",Kathleen Mavourneen,"Thomas Moore , (poem)",,"Captain Clearfield, a wealthy landlord, assaults Kathleen with the help of an accomplice, but Terence O'More arrives in time to break up the attack. Clearfield then tries to get his way by i...",tt00000557,129,
,5.2,,,Denmark,Viggo Larsen,,None,,"January 12, 1907 (Denmark)",7min,Silent,"Gerda Jensen , Viggo Larsen , Gustav Lund",Den hvide slavinde,Arnold Richard Nielsen,,"A young girl reads an ad in the newspaper and enthusiastically shows it to a young man, who cares for her. She leaves on the train; the young man gives her a carrier pigeon. At the end of th...",tt00000555,15,
1.33 : 1,5.9,,,United Kingdom,Walter R. Booth,"Animation , Short",None,,April 1906 (United Kingdom),2min,Silent,,The Hand of the Artist,,1,An artist draws a coster couple who come to life and dance a cakewalk.,tt00000552,51,1
1.33 : 1,6.2,,,United States,"J. Stuart Blackton , (uncredited)","Animation , Short , Comedy , Family",None,,"April 6, 1906 (United States)",3min,Silent,,Humorous Phases of Funny Faces,,4,A cartoonist draws faces and figures on a blackboard - and they come to life.,tt00000554,1.2K,14
1.33 : 1,,,,Denmark,,,None,,"September 18, 1906 (Denmark)",,Silent,,Fæstningskrigen,,,,tt00000551,,
1.33 : 1,4.4,,,Denmark,Ole Olsen,"Short , News",None,,"February 4, 1906 (Denmark)",3min,Silent,"King Frederik VIII , I.C. Christensen",Proklamationen af Kong Frederik d. VIII,,,,tt00000550,12,
1.33 : 1,,,,Denmark,Viggo Larsen,,,,"September 15, 1906 (Denmark)",,Silent,,En foræring til min Kone,,,,tt00000549,,
1.33 : 1,6.5,,,United States,J. Stuart Blackton,"Short , Comedy , Fantasy , Horror",None,,"February 23, 1907 (United States)",5min,Silent,"Paul Panzer , William V. Ranous",The Haunted Hotel,,2,"On a dark and stormy night, a traveler takes a room at a spooky hotel in the forest. As soon as the proprietor leaves, the room comes alive with ghosts and poltergeists who torment the man a...",tt00000553,375,10
1.33 : 1,5.5,,,Denmark,Viggo Larsen,,,,"September 15, 1906 (Denmark)",,Silent,"Viggo Larsen , Margrete Jespersen , Gustav Lund",Fiskerliv i Norden,Ole Olsen,,,tt00000548,8,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,Ferias en San Sebastián y Cabalgata en la Ría,Fructuós Gelabert,,,tt00000547,,
,,,,United States,,"Comedy , Short",None,,"October 6, 1906 (United States)",,Silent,,Dream of a Racetrack Fiend,,,,tt00000545,,
1.33 : 1,6.7,,Not Rated,United States,,"Short , Comedy , Fantasy",,,"February 19, 1906 (United States)",7min,Silent,,Dream of a Rarebit Fiend,"Winsor McCay , (comic strip)",10,The fiend faces the spectacular mind-bending consequences of his free-wheeling rarebit binge.,tt00000546,1.8K,19
1.33 : 1,,,,United Kingdom,J.H. Martin,,None,,September 1905 (United Kingdom),,Silent,,The Dancer's Dream,,,A ballerina dreams of dancing under the sea.,tt00000544,,
,,,,Denmark,,,None,,"May 13, 1906 (Denmark)",,Silent,,Branden i Frihavnen,,,,tt00000540,,
1.33 : 1,,,,Denmark,Viggo Larsen,,None,,,6min,Silent,"Margrete Jespersen , Hjalmar Alvar , Robert Storm Petersen",Caros død,Arnold Richard Nielsen,,,tt00000541,,
1.33 : 1,5.5,,,Denmark,Ole Olsen,"Documentary , Short",None,,"February 19, 1906 (Denmark)",15min,Silent,,Christian IXS bisættelse,,,,tt00000543,17,
1.33 : 1,,,,Germany,,,None,,,6min,Silent,"Henny Porten , Rosa Porten",Apachentanz,,,"An 'Apache dance' was performed for the off-beat crowd of the Parisian underworld, who called themselves Apaches. This had nothing in common with the Native American tribe in North America.",tt00000536,,
1.33 : 1,4.6,,,United States,,"Documentary , Short",,,,4min,Silent,,"Arrival of Immigrants, Ellis Island",,,Immigrants and boats departing and arriving at Ellis Island.,tt00000537,90,
,,,,Spain,Fructuós Gelabert,"Documentary , Short",None,,,,Silent,,"Bilbao, Portugalete y los Altos Hornos",,,,tt00000538,,
1.33 : 1,,,,Denmark,Ole Olsen,,None,,"October 1, 1906 (Denmark)",,Silent,,Bonden i København,,,,tt00000539,,
,,,,Spain,Fructuós Gelabert,"Short , Comedy",None,,,7min,Silent,"Antonia Estrada , Juan Morales , José Vico",Cerveza gratis,"Fructuós Gelabert , (screenplay) (story)",,,tt00000542,,
,,,,Spain,Ignacio Coyne,"Documentary , Short",None,,,,Silent,,Torrero y la ribera (Calles y plazas de Zaragoza),Ignacio Coyne,,Short documentary about Zaragoza streets seen form a street-railway.,tt00000532,,
